element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,gA(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ca,1,"=""487.813""","=""0.010""","=""25""","=""1.32e+08""",C,"=""2.7090094""","=""5.2499357""","=""3p6.3d.4s""","=""1D""","=""2""","=""3p6.4s.4f""","=""1F*""","=""3""",,"=""T1338""","=""L6097""",
O,2,"=""489.0858""","=""0.0010""","=""15""","=""1.02e+08""",C+,"=""26.3047208""","=""28.8390335""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""490.6833""","=""0.0010""","=""19""","=""1.91e+08""",C+,"=""26.3047208""","=""28.8307832""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""492.4531""","=""0.0010""","=""21""","=""3.26e+08""",C+,"=""26.3047208""","=""28.8217045""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""",,"=""T6172""","=""L10621""",
C,1,"=""493.202553""","=""0.000017""","=""73000""","=""6.0e+06""",B,"=""7.68476777""","=""10.19792602""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.4p""","=""1S""","=""0""",,"=""T6070""","=""L12175c183""",
O,2,"=""494.1069""","=""0.0010""","=""18""","=""2.42e+08""",B,"=""26.5536859""","=""29.0622429""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""494.2999""","=""0.0010""","=""20""","=""4.73e+08""",B,"=""26.5610940""","=""29.0686699""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""",,"=""T6172,T6632""","=""L10621""",
C,2,"=""495.3850""","=""0.0010""","=""23""","=""4.94e+07""",B,"=""22.568086""","=""25.070170""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""",,"=""T2440""","=""L1176""",
O,2,"=""495.5705""","=""0.0010""","=""14""","=""7.24e+07""",B,"=""26.5610940""","=""29.0622429""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""",,"=""T6172,T6632""","=""L10621""",
C,2,"=""495.8670""","=""0.0020""","=""10""","=""2.48e+07""",B+,"=""22.570504""","=""25.070170""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""",,"=""T2440""","=""L1176""",
C,2,"=""495.9920""","=""0.0020""","=""10""","=""2.41e+07""",B,"=""22.568086""","=""25.067108""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",,"=""T2440""","=""L1176""",
C,2,"=""496.4730""","=""0.0010""","=""61""","=""1.26e+08""",B+,"=""22.570504""","=""25.067108""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",,"=""T9221""","=""L1176""",
C,1,"=""501.200""","=""0.003""","=""4800*""","=""2.5e+05""",C,"=""7.94613476""","=""10.41917726""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""T6070""","=""L17684""",
C,1,"=""501.228""","=""0.003""","=""4800*""","=""2.2e+05""",C,"=""7.94627046""","=""10.41919132""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""T6070""","=""L17684""",
C,1,"=""501.709""","=""0.003""","=""9300*""","=""9.1e+05""",C,"=""7.945771557""","=""10.416318591""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""T6070""","=""L17684""",
C,1,"=""501.7761""","=""0.0014""","=""3200""","=""1.6e+05""",C,"=""7.94613476""","=""10.41633791""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""T6070""","=""L17684""",
C,1,"=""501.807""","=""0.003""","=""4800*""","=""3.8e+05""",C,"=""7.94627046""","=""10.41633791""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""T6070""","=""L17684""",
C,1,"=""502.385""","=""0.003""","=""37000*""","=""1.6e+06""",C,"=""7.945771557""","=""10.41299796""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",,"=""T6070""","=""L17684""",
C,1,"=""502.4916""","=""0.0014""","=""9400""","=""5.0e+05""",C,"=""7.94627046""","=""10.41296443""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).4f""","=""2[7/2]""","=""3""",,"=""T6070""","=""L17684""",
C,2,"=""503.207""","=""0.003""","=""68hql""","=""1.89e+08""",B,"=""20.922118""","=""23.385281""","=""2p3""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""503.591""","=""0.003""","=""21hql""","=""1.05e+08""",B,"=""20.919793""","=""23.381096""","=""2p3""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""503.907""","=""0.003""","=""37000*""","=""4.2e+06""",C,"=""7.945771557""","=""10.405550385""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<1/2>).4f""","=""2[7/2]""","=""4""",,"=""T6070""","=""L17684""",
C,1,"=""504.0134""","=""0.0014""","=""12000""","=""1.3e+06""",C,"=""7.94627046""","=""10.40552565""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",,"=""T6070""","=""L17684""",
C,2,"=""504.074""","=""0.004""","=""11hql""","=""2.09e+07""",B,"=""20.922118""","=""23.381096""","=""2p3""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""504.1481""","=""0.0014""","=""25000""","=""2.6e+06""",C,"=""7.94613476""","=""10.40472588""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""T6070""","=""L17684""",
C,2,"=""504.176""","=""0.004""","=""11bl(C I)""","=""2.0e+07""",C,"=""24.371800""","=""26.830251""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4p""","=""4P""","=""5/2""",,"=""T10528""","=""L1176""",
C,1,"=""504.180""","=""0.003""","=""25000*""","=""2.8e+05""",C,"=""7.94627046""","=""10.40472588""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""T6070""","=""L17684""",
C,1,"=""504.180""","=""0.003""","=""25000*""","=""2.3e+06""",C,"=""7.94627046""","=""10.404712177""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<1/2>).4f""","=""2[5/2]""","=""3""",,"=""T6070""","=""L17684""",
O,2,"=""504.1976""","=""0.0010""","=""2""","=""3.59e+05""",C,"=""26.2254001""","=""28.6837551""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""",,"=""T6172""","=""L10621""",
C,2,"=""504.4350""","=""0.0010""","=""29""","=""9.00e+07""",C+,"=""24.373054""","=""26.830251""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4p""","=""4P""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""504.4980""","=""0.0020""","=""9""","=""2.4e+07""",C,"=""24.370757""","=""26.827651""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4p""","=""4P""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""504.7110""","=""0.0010""","=""18""","=""4.68e+07""",C,"=""24.371800""","=""26.827651""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4p""","=""4P""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""504.9240""","=""0.0020""","=""11""","=""1.9e+07""",C,"=""24.370757""","=""26.825558""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4p""","=""4P""","=""1/2""",,"=""T10528""","=""L1176""",
C,1,"=""505.214919""","=""0.000015""","=""160000""","=""1.3e+07""",B,"=""7.68476777""","=""10.13817190""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.4p""","=""1D""","=""2""",,"=""T6070""","=""L12175c183""",
C,1,"=""505.3515""","=""0.0014""","=""2700""","=""2.3e+06""",C,"=""8.53709962""","=""10.989834""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""T5520""","=""L17684""",
O,2,"=""507.0800""","=""0.0010""","=""3""","=""5.90e+05""",C,"=""26.2490334""","=""28.6934114""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""7/2""",,"=""T6172""","=""L10621""",
C,2,"=""510.791""","=""0.009""","=""8h,bl""","=""8.64e+07""",B,"=""25.067108""","=""27.493785""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""2D""","=""3/2""",,"=""T2440""","=""L1176""",
C,2,"=""511.369""","=""0.005""","=""17h*""","=""6.42e+08""",B,"=""25.067108""","=""27.490999""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""2D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""511.369""","=""0.005""","=""17h*""","=""9.2e+06""",C,"=""25.067108""","=""27.490983""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""511.426""","=""0.003""","=""31h""","=""4.64e+08""",B,"=""25.070170""","=""27.493785""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4f""","=""2D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""511.945""","=""0.003""","=""31h""","=""2.74e+08""",C+,"=""25.067108""","=""27.488250""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""512.010""","=""0.005""","=""13ql*""","=""3.21e+06""",B,"=""20.149652""","=""22.570504""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""512.010""","=""0.005""","=""13ql*""","=""4.56e+07""",C,"=""25.070170""","=""27.490983""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""512.1820""","=""0.0010""","=""24""","=""1.61e+07""",B,"=""20.150477""","=""22.570504""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""512.215""","=""0.004""","=""10Hql*""","=""7.32e+07""",B,"=""20.844740""","=""23.264628""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.7f""","=""2F*""","=""5/2""",,"=""T7476""","=""L1176""",
C,2,"=""512.215""","=""0.004""","=""10Hql*""","=""1.04e+08""",B,"=""20.844765""","=""23.264631""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.7f""","=""2F*""","=""7/2""",,"=""T7476""","=""L1176""",
C,2,"=""512.215""","=""0.004""","=""10Hql*""","=""4.9e+06""",C,"=""20.844765""","=""23.264628""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.7f""","=""2F*""","=""5/2""",,"=""T10276""","=""L1176""",
C,2,"=""512.5200""","=""0.0010""","=""17""","=""6.42e+06""",B,"=""20.149652""","=""22.568086""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""512.6930""","=""0.0020""","=""10""","=""3.20e+06""",B,"=""20.150477""","=""22.568086""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""513.2940""","=""0.0010""","=""130w*""","=""1.48e+08""",B+,"=""20.701289""","=""23.116074""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""",,"=""T2440""","=""L1176""",
C,2,"=""513.3280""","=""0.0010""","=""130w*""","=""1.62e+08""",B+,"=""20.704213""","=""23.118841""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""",,"=""T2440""","=""L1176""",
C,2,"=""513.7260""","=""0.0010""","=""36""","=""3.10e+07""",B,"=""20.701289""","=""23.114048""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""513.9170""","=""0.0010""","=""60""","=""4.96e+07""",B,"=""20.704213""","=""23.116074""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""514.3490""","=""0.0010""","=""130w,bl(Fe III)""","=""1.51e+08""",B+,"=""20.704213""","=""23.114048""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""",,"=""T2440""","=""L1176""",
C,2,"=""514.5160""","=""0.0010""","=""290""","=""3.81e+08""",B+,"=""20.709791""","=""23.118841""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""",,"=""T2440""","=""L1176""",
C,2,"=""515.1090""","=""0.0010""","=""170""","=""1.67e+08""",B+,"=""20.709791""","=""23.116074""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""",,"=""T2440""","=""L1176""",
O,2,"=""515.9942""","=""0.0010""","=""15""","=""6.24e+07""",B,"=""26.5536859""","=""28.955839""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""517.5896""","=""0.0010""","=""12""","=""2.92e+07""",B,"=""26.5610940""","=""28.955839""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""519.0496""","=""0.0010""","=""14""","=""4.72e+07""",B,"=""26.5536859""","=""28.941697""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""520.6650""","=""0.0010""","=""20""","=""1.33e+08""",B,"=""26.5610940""","=""28.941697""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""",,"=""T6172,T6632""","=""L10621""",
C,2,"=""524.9510""","=""0.0020""","=""8""","=""2.21e+07""",B,"=""24.274339""","=""26.635493""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).4p""","=""4D""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""525.357""","=""0.003""","=""14bl(C III)""","=""2.82e+07""",B,"=""24.271876""","=""26.631221""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).4p""","=""4D""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""525.6090""","=""0.0020""","=""8""","=""2.16e+07""",B,"=""24.270232""","=""26.628437""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).4p""","=""4D""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""525.7240""","=""0.0010""","=""30""","=""1.92e+08""",B,"=""24.277795""","=""26.635493""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).4p""","=""4D""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""525.9060""","=""0.0010""","=""29""","=""1.24e+08""",B+,"=""24.274339""","=""26.631221""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).4p""","=""4D""","=""5/2""",,"=""T2440""","=""L1176""",
C,2,"=""525.971""","=""0.005""","=""29*""","=""4.96e+07""",B,"=""24.270232""","=""26.626817""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).4p""","=""4D""","=""1/2""",,"=""T2440""","=""L1176""",
C,2,"=""525.971""","=""0.005""","=""29*""","=""8.04e+07""",B,"=""24.271876""","=""26.628437""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).4p""","=""4D""","=""3/2""",,"=""T2440""","=""L1176""",
C,1,"=""526.8956""","=""0.0014""","=""7200""","=""3.9e+06""",C,"=""8.53709962""","=""10.889554""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.6d""","=""1P*""","=""1""",,"=""T5520""","=""L17684""",
C,2,"=""528.647""","=""0.004""","=""6h""","=""4.9e+07""",C,"=""26.635493""","=""28.980146""","=""2s.2p.(3P*).4p""","=""4D""","=""7/2""","=""2s.2p.(3P*).6s""","=""4P*""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""529.009""","=""0.010""","=""5h*""","=""1.1e+07""",C,"=""26.628437""","=""28.97150""","=""2s.2p.(3P*).4p""","=""4D""","=""3/2""","=""2s.2p.(3P*).6s""","=""4P*""","=""1/2""",,"=""T10528""","=""L1176""",
C,2,"=""529.009""","=""0.010""","=""5h*""","=""2.6e+07""",C,"=""26.631221""","=""28.97428""","=""2s.2p.(3P*).4p""","=""4D""","=""5/2""","=""2s.2p.(3P*).6s""","=""4P*""","=""3/2""",,"=""T10528""","=""L1176""",
O,1,"=""532.910""","=""0.010""","=""135*""","=""2.71e+06""",C+,"=""10.7402250""","=""13.0661304""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).5d""","=""5D*""","=""0""",,"=""T5713LS""","=""L3760""",
O,1,"=""532.910""","=""0.010""","=""135*""","=""6.09e+06""",C+,"=""10.7402250""","=""13.0661288""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).5d""","=""5D*""","=""1""",,"=""T5713LS""","=""L3760""",
O,1,"=""532.968""","=""0.010""","=""160""","=""7.90e+06""",C+,"=""10.7404756""","=""13.0661255""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).5d""","=""5D*""","=""2""",,"=""T5713LS""","=""L3760""",
O,1,"=""533.074""","=""0.010""","=""190""","=""2.44e+07""",C+,"=""10.7409314""","=""13.0661186""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).5d""","=""5D*""","=""4""",,"=""T5713LS""","=""L3760""",
C,2,"=""533.289""","=""0.003""","=""13ql""","=""1.37e+07""",B,"=""20.149652""","=""22.473900""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s2.6s""","=""2S""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""533.479""","=""0.003""","=""18ql""","=""2.76e+07""",B,"=""20.150477""","=""22.473900""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.6s""","=""2S""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""534.239""","=""0.004""","=""35*""","=""8.32e+07""",B,"=""20.950632""","=""23.270759""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.7g""","=""2G""","=""7/2""",,"=""T7476""","=""L21568,L1176""",
C,2,"=""534.239""","=""0.004""","=""35*""","=""1.08e+08""",B,"=""20.950654""","=""23.270763""","=""2s2.4f""","=""2F*""","=""7/2""","=""2s2.7g""","=""2G""","=""9/2""",,"=""T7476""","=""L21568,L1176""",
O,2,"=""534.4104""","=""0.0010""","=""2""","=""2.92e+04""",C,"=""22.9662478""","=""25.2856211""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""",,"=""T6172""","=""L10621""",
C,2,"=""536.767""","=""0.004""","=""6h""","=""2.6e+07""",C,"=""25.989855""","=""28.299002""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).5p""","=""4D""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""536.858""","=""0.004""","=""6wh*""","=""1.24e+06""",B,"=""20.844740""","=""23.15359""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.7p""","=""2P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""536.858""","=""0.004""","=""6wh*""","=""1.12e+07""",B,"=""20.844765""","=""23.15359""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.7p""","=""2P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""536.858""","=""0.004""","=""6wh*""","=""6.22e+06""",B,"=""20.844740""","=""23.15347""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.7p""","=""2P*""","=""1/2""",,"=""T5109LS""","=""L1176""",
O,2,"=""537.4351""","=""0.0010""","=""6""","=""8.30e+04""",C,"=""22.9793029""","=""25.2856211""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""",,"=""T6172""","=""L10621""",
C,1,"=""538.03308""","=""0.00003""","=""120000""","=""5.58e+06""",B,"=""7.68476777""","=""9.98852478""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.4p""","=""1P""","=""1""",,"=""T6070""","=""L12175c183""",
O,2,"=""538.1772""","=""0.0010""","=""1""","=""3.02e+04""",C,"=""26.5536859""","=""28.8568239""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""",,"=""T6172""","=""L10621""",
O,2,"=""540.9203""","=""0.0010""","=""1""","=""6.20e+04""",C,"=""26.5610940""","=""28.8525664""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""",,"=""T6172""","=""L10621""",
O,2,"=""542.3639""","=""0.0010""","=""1""","=""5.62e+04""",C,"=""26.5536859""","=""28.8390335""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""",,"=""T6172""","=""L10621""",
O,1,"=""543.518""","=""0.010""","=""90""","=""3.87e+06""",C+,"=""10.7402250""","=""13.0207346""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""","=""2s2.2p3.(4S*).6s""","=""5S*""","=""2""",,"=""T5713LS""","=""L3760""",
O,1,"=""543.578""","=""0.010""","=""110""","=""6.45e+06""",C+,"=""10.7404756""","=""13.0207346""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""","=""2s2.2p3.(4S*).6s""","=""5S*""","=""2""",,"=""T5713LS""","=""L3760""",
O,1,"=""543.686""","=""0.010""","=""135""","=""9.00e+06""",C+,"=""10.7409314""","=""13.0207346""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""","=""2s2.2p3.(4S*).6s""","=""5S*""","=""2""",,"=""T5713LS""","=""L3760""",
O,2,"=""546.1040""","=""0.0010""","=""2""","=""2.61e+05""",C,"=""26.5610940""","=""28.8307832""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",,"=""T6172""","=""L10621""",
C,2,"=""547.8590""","=""0.0010""","=""11""","=""3.5e+07""",C,"=""24.373054""","=""26.635493""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4p""","=""4D""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""548.3350""","=""0.0020""","=""5""","=""6.6e+06""",C,"=""24.370757""","=""26.631221""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4p""","=""4D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""548.5900""","=""0.0020""","=""7""","=""1.99e+07""",C+,"=""24.371800""","=""26.631221""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4p""","=""4D""","=""5/2""",,"=""T2440""","=""L1176""",
C,2,"=""548.8950""","=""0.0020""","=""5""","=""4.9e+06""",C,"=""24.373054""","=""26.631221""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4p""","=""4D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""549.0160""","=""0.0020""","=""5""","=""8.0e+06""",C,"=""24.370757""","=""26.628437""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4p""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""553.5350""","=""0.0010""","=""15""","=""7.00e+06""",B,"=""19.494538""","=""21.733778""","=""2s2.4s""","=""2S""","=""1/2""","=""2s2.5p""","=""2P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""553.7610""","=""0.0010""","=""9""","=""3.50e+06""",B,"=""19.494538""","=""21.732863""","=""2s2.4s""","=""2S""","=""1/2""","=""2s2.5p""","=""2P*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""564.0550""","=""0.0010""","=""29""","=""3.96e+07""",B,"=""20.701289""","=""22.898766""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""564.8070""","=""0.0010""","=""19""","=""7.80e+07""",B+,"=""20.704213""","=""22.898766""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""",,"=""T2440""","=""L1176""",
C,2,"=""566.2470""","=""0.0010""","=""33""","=""1.17e+08""",B,"=""20.709791""","=""22.898766""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""566.8951""","=""0.0014""","=""18000""","=""7.2e+06""",C,"=""8.53709962""","=""10.7235720""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.5d""","=""1P*""","=""1""",,"=""T5520""","=""L17684""",
